UID,ChainName,Name,Est,Address,City,St,zip,Phone,latitude,longitude,Amenities,RecordID,Web,Booking,Comments,Pin,Rating,Reviews
174206,Campground,Kooser State Park,60,943 Glades Pike,Somerset,PA,15501,814-445-8673,40.06395,-79.239732,"$$$, 35 sites, mid Apr-mid Dec, All ages, Tents, 45 ft max RV length, 2288 ft elev, Accepts Big Rigs, pull thrus, 5 full hookups, 28 electric only sites, 30/50 amp, tables, grill, water, toilets, dump, pet friendly, playground, fish, trail, hike, (C)",28616,http://www.dcnr.pa.gov/StateParks/FindAPark/KooserStatePark/,http://pennsylvaniastateparks.reserveamerica.com/campsiteCalendar.do?contractCode=PA&parkId=880206,,sp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=28616
174207,Campground,Laurel Hill State Park,60,1454 Laurel Hill Park Rd.,Somerset,PA,15501,814-445-7725,39.992542,-79.242479,"$$$, 262 sites, mid Apr-late Oct, All ages, Tents, 40 ft max RV length, 2019 ft elev, Accepts Big Rigs, 4 pull thrus, 12 full hookups, 149 electric, 30/50 amp, 50 amp sites, tables, grill, water, flush t, showers, dump, firewood, pet friendly extra rules, playground, fish, trail, hike, 2 ADA sites, (C)",28617,http://www.dcnr.pa.gov/StateParks/FindAPark/LaurelHillStatePark/,http://pennsylvaniastateparks.reserveamerica.com/campsiteCalendar.do?contractCode=PA&parkId=880207,,sp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=28617
174208,Campground,Pioneer Park Campground,57,273 Trent Rd,Somerset,PA,15501,814-445-6348,40.026348,-79.21393,"$$$$, 340 sites, early Apr, All ages, Tents sites: 75, 1996 ft elev, Accepts Big Rigs, 120 pull thrus, 245 full hookups, electric, 20 elec-water hookups, 20/30/50 amp, 70 amp sites, tables, grill, water, dump, RV Storage, propane, laundry, firewood, internet, cable tv, pet friendly, pool, playground, store, (C)",28618,https://pioneerparkcampground.com/,https://pioneerparkcampground.com/,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=28618
174209,Campground,Woodland Campsites Inc,57,291 Gilmour Rd,Somerset,PA,15501,814-445-8860,40.039565,-79.068346,"$$$, 110 sites, Apr 1-Oct 31, All ages, Tents Only sites: 10, 2196 ft elev, 3 pull thrus, 60 full hookups, electric, 40 elec-water hookups, 15/20/30 amp, tables, grill, water, dump, laundry, firewood, pet friendly extra rules, pool, playground, store, fish, trail, hike, boat launch, Seasonals, 3 cabins (C)",28619,http://woodlandcampsites.com/,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=28619
174210,Campground,Bob Kearns Campgrounds,57,137 Kearns Rd,Spring Mills,PA,16875,814-364-1339,40.762151,-77.6178,"All ages, 1714 ft elev, (C)",28620,,,,camp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/28620.php
174211,Campground,Seven Mountains Campground,57,101 Seven Mountains Cg Rd,Spring Mills,PA,16875-9600,814-364-1910,40.763549,-77.616556,"$$$$, 70 sites, Apr 1-Nov 1, All ages, Tents Only sites: 8, 50 ft max RV length, 1701 ft elev, Accepts Big Rigs, 7 pull thrus, 28 full hookups, electric, 42 elec-water hookups, 20/30/50 amp, 34 amp sites, tables, grill, water, toilets, dump, RV Storage, laundry, firewood, internet, pet friendly, playground, (C)",28621,http://www.sevenmountainscampground.com/,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=286
174212,Campground,Little Bit of Heaven,57,13736 Shadeland Rd,Springboro,PA,16435,814-587-2243,41.813757,-80.265487,"1 site, All ages, 1234 ft elev, appointments for farm tours, picnics and one primitive site (C)",28622,,,,camp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/28622.php
174213,Campground,Starlite Camping Resort,57,1500 Furnace Hill Rd,Stevens,PA,17578,717-733-9655,40.251087,-76.237366,"$$$$, 220 sites, May 1-Nov 1, All ages, Tents sites: 25, 38 ft max RV length, 732 ft elev, 143 full hookups, electric, 77 elec-water hookups, 20/30/50 amp, 16 amp sites, tables, grill, water, dump, laundry, firewood, internet, pet friendly, pool, playground, Seasonals, (C)",28623,http://www.starlitecampingresort.com/,,,camp_rvt_pin,1,https://www.allstays.com/reviews2/review.php?LocID=286
174214,Campground,Whispering Pines Camping Estates,57,1557 N Bendertown Rd,Stillwater,PA,17878,570-925-6810,41.17929,-76.31863,"$$$, 64 sites, All Year, All ages, Tents Only sites: 10, 1024 ft elev, Accepts Big Rigs, 5 pull thrus, 54 full hookups, 2 electric only sites, 5 elec-water hookups, 20/30/50 amp, 10 amp sites, tables, grill, water, dump, Clubs-GSC-PA-AM, RV Storage, laundry, firewood, internet, pet friendly extra rules, (C)",28624,http://www.wpce.com/,,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=286
174215,Campground,Pocono Vacation Park,57,Schafer School House Rd,Stroudsburg,PA,18360,570-424-2587,40.980908,-75.250933,"$$$, 325 sites, Apr 1-Oct 31, RVs only, All ages, No tent, 50 ft max RV length, 663 ft elev, Accepts Big Rigs, 300 pull thrus, 315 full hookups, electric, 10 elec-water hookups, 20/30/50 amp, 16 amp sites, tables, grill, water, toilets, showers, dump, Clubs-GSC, RV Storage, propane, laundry, firewood, internet, cable tv, pet friendly, pool, playground, Seasonals, (C)",28626,http://poconovacationpark.com/,,,camp_rv_pin,3,https://www.allstays.com/reviews2/review.php?LocID=286
174216,Campground,Handsome Lake Boat Access Campground,59,Allegheny NF,Sugar Bay,PA,,814-927-6628,41.923227,-78.928406,"$, 20 sites, All Year, No RVs, All ages, Tents Only Camp, 1350 ft elev, tables, grill, water, toilets, fish, trail, hike, No res, boat-in sites (C)",28627,https://www.fs.usda.gov/recarea/allegheny/recreation/camping-cabins/recarea/?recid=6107&actid=29,,,nf_tent_pin,0,https://www.allstays.com/reviews2/review.php?LocID=286
174218,Campground,Fantasy Island Campground,57,401 Park Drive,Sunbury,PA,17801,570-286-1307,40.886764,-76.786699,"$$$$, 99 sites, Apr 15-Oct 15, All ages, Tents sites: 7, 40 ft max RV length, 436 ft elev, Accepts Big Rigs, 4 pull thrus, 99 full hookups, electric, 20/30 amp, tables, grill, water, toilets, showers, dump, Clubs-PA-AM, laundry, firewood, internet, cable tv, pet friendly, pool, Seasonals, (C)",28629,http://www.fantasyislandcampground.com/,,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=286
174219,Campground,Flat Ridge - Delaware State Forest,59,Flat Ridge Rd area,Swiftwater,PA,,570-895-4000,41.241255,-75.016304,"free, All year, All ages, Tents, 20 ft max RV length, 1344 ft elev, hike, dispersed, (C)",41584,https://www.dcnr.pa.gov/StateForests/FindAForest/Delaware/Pages/default.aspx,,,nf_rvt_d_pin,0,https://www.allstays.com/reviews2/review.php?LocID=41584
174220,Campground,Rosemount Camping Resort,57,285 Valley Road,Tamaqua,PA,18252,570-668-2580,40.723416,-76.04641,"$$$$, 200 sites, Apr 15-Oct 15, All ages, Tents sites: 15, 36 ft max RV length, 1155 ft elev, 145 full hookups, electric, 55 elec-water hookups, 20/30 amp, tables, grill, water, toilets, dump, laundry, firewood, cable tv, pet friendly extra rules, pool, playground, Seasonals, (C)",28630,http://www.rosemountcampingresort.com/,http://www.rosemountcampingresort.com/,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=28630
174221,Campground,Mountain Top Campground,57,873 Sun Mine Road,Tarentum,PA,15084,724-224-1511,40.658352,-79.802222,"$$$$$, 63 sites, All Year, RVs only, All ages, No tent, 1061 ft elev, Accepts Big Rigs, 200 pull thrus, 15 full hookups, electric, 200 elec-water hookups, 20/30/50 amp, 215 amp sites, tables, grill, water, showers, dump, laundry, firewood, pet friendly, (C)",28631,https://mountaintopcampground.com/,https://mountaintopcampground.com/,,camp_rv_pin,5,https://www.allstays.com/reviews2/review.php?LocID=28631
174222,Campground,Bear Ridge Campground & RV Resort,57,345 Mt. Trails Road,Templeton,PA,16259,724-822-6521,40.89011,-79.42771,"$$$$, 40 sites, Apr 1-Oct 31, All ages, Tents, 70 ft max RV length, 2291 ft elev, Accepts big rigs, 5 pull thrus, 25 full hookups, electric, 30/50 amp, grill, water, toilets, dump, propane, laundry, firewood, internet, pet friendly, pool, playground, store, fish, boat launch, (C)",38961,http://bearridgecampground.com/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=389
174223,Campground,Ives Run,62,,Tioga,PA,16946,570-835-0110,41.889,-77.179,"$$$$, 160 sites, Apr 20-Oct, All ages, Tents, 100 ft max RV length, 1124 ft elev, Accepts Big Rigs, 79 full hookups, electric, 50 elec-water hookups, 20/30/50 amp, tables, grill, water, toilets, showers, dump, firewood, pet friendly, playground, beach, store, fish, boat launch, (C)",28632,https://corpslakes.erdc.dren.mil/visitors/projects.cfm?ID=E140102,https://www.recreation.gov/camping/campgrounds/233523,,coe_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=28632
174224,Campground,Tompkins River,62,,Tioga,PA,16946,570-835-5281,41.979,-77.191,"$$, 86 sites, Mem Day, All ages, Tents, 45 ft max RV length, 1123 ft elev, Accepts Big Rigs, full hookups, electric, 59 elec-water hookups, tables, grill, water, showers, dump, playground, beach, boat launch, (C)",28633,https://corpslakes.erdc.dren.mil/visitors/projects.cfm?ID=E104150,https://www.recreation.gov/camping/campgrounds/233652,,coe_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=28633
174225,Campground,Cornplanter State Forest,59,Tionesta-Neilltown Rd.,Tionesta,PA,,814-723-0262,41.5276,-79.481843,"free, All year, All ages, Tents, 1482 ft elev, fish, trail, hike, dispersed, horses, permit required (C)",41582,https://www.dcnr.pa.gov/StateForests/FindAForest/Cornplanter/Pages/default.aspx,,,nf_rvt_d_pin,0,https://www.allstays.com/reviews2/review.php?LocID=41582
174226,Campground,Kellettville Rec Area Tionesta Lake,62,,Tionesta,PA,16353,814-755-3512,41.542216,-79.257581,"May-Sep, All ages, Tents, 1158 ft elev, toilets, dump, (C)",28634,,,,coe_rvt_pin,4,http://www.allstays.com/Campgrounds-reviews/28634.php
174227,Campground,Kibbes Island Park Campground,57,1400 Stewart Run Road,Tionesta,PA,16353-9803,814-755-3364,41.477241,-79.512384,"All ages, 1043 ft elev, (C)",28635,,,,camp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/28635.php
174228,Campground,President Campground,57,President Rd Hc,Tionesta,PA,16353,814-676-2935,41.5107,-79.2975,"All ages, 1345 ft elev, (C)",28636,,,,camp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/28636.php
174229,Campground,Tionesta Recreation Area,62,,Tionesta,PA,16353,814-755-3512,41.479,-79.442,"$$$$, 125 sites, Mem-Lab, All ages, Tents, 70 ft max RV length, 1107 ft elev, Accepts Big Rigs, full hookups, 61 electric only sites, 30/50 amp, tables, grill, water, toilets, showers, dump, RV Storage, firewood, pet friendly extra rules, playground, beach, fish, trail, boat launch, (C)",28637,https://corpslakes.erdc.dren.mil/visitors/projects.cfm?ID=H418260,https://www.recreation.gov/camping/campgrounds/233573,,coe_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=28637
174230,Campground,Oil Creek Family Campground,57,340 Shreve Road,Titusville,PA,16354,814-827-1023,41.552178,-79.677308,"$$$, 97 sites, mid Apr-Nov 1, All ages, Tents sites: 49, 1457 ft elev, 47 pull thrus, 64 full hookups, electric, 26 elec-water hookups, 20/30/50 amp, 4 amp sites, tables, grill, water, dump, RV Storage, firewood, internet, pet friendly, pool, playground, (C)",28638,http://oilcreekcampground.com/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=286
174231,Campground,Hemlock Campground and Cottages,57,362 Hemlock Dr,Tobyhanna,PA,18466,570-894-4388,41.153072,-75.375087,"$$$$$, 82 sites, May 1-Oct 31, All ages, Tents Only sites: 8, 1942 ft elev, 2 pull thrus, 63 full hookups, electric, 11 elec-water hookups, 30 amp, tables, grill, water, dump, Clubs-GSC-PA-AM, RV Storage, laundry, firewood, internet, cable tv, pet friendly, pool, playground, Seasonals, (C)",28639,http://hemlockcampground.com/,,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=286
174232,Campground,Tobyhanna State Park,60,,Tobyhanna,PA,18466,570-894-0387,41.212044,-75.403014,"$$$, 135 sites, mid Apr-late Oct, All ages, Tents sites: 140, 40 ft max RV length, 2000 ft elev, Accepts Big Rigs, 26 electric, 30/50 amp, tables, grill, water, flush t, dump, pet friendly extra rules, playground, fish, trail, hike, boat launch, 4 ADA sites, (C)",28640,http://www.dcnr.pa.gov/StateParks/FindAPark/TobyhannaStatePark/,http://pennsylvaniastateparks.reserveamerica.com/campsiteCalendar.do?contractCode=PA&parkId=880420,,sp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=28640
174233,Campground,Hornbrook Park,127,Hornbrook Rd,Towanda,PA,18848,570-265-1727,41.809507,-76.484674,"$$$, May-Sep, All ages, Tents, 745 ft elev, electric, 40 elec-water hookups, tables, grill, water, toilets, showers, dump, (C)",28641,http://www.visitbradfordcounty.com/larnard-hornbrook-park/,,,cp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=286
174234,Campground,Riverside Acres Campground,57,976 Echo Beach Rd,Towanda,PA,18848,570-265-3235,41.7533,-76.477,"$$$, 41 sites, All Year, All ages, Tents Only sites: 5, 40 ft max RV length, 1331 ft elev, Accepts Big Rigs, Heater Not Allowed, 12 full hookups, electric, 24 elec-water hookups, 20/30 amp, tables, grill, water, dump, RV Storage, laundry, firewood, pet friendly, playground, (C)",28642,,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=28642
174235,Campground,Wallace Trailer Sales and Court,57,14370 Route 993,Trafford,PA,15085,412-372-3463,40.371749,-79.75615,"$$$, 4 sites, All Year, RVs only, All ages, No tent, 40 ft max RV length, 800 ft elev, Accepts Big Rigs, full hookups, electric, 30/50 amp, 4 amp sites, water, pet friendly, Mostly residents with just 4 rental sites, (C)",42145,http://www.wallacetrailercourt.com/,,,camp_rv_pin,0,http://www.allstays.com/Campgrounds-reviews/42145.php
174236,Campground,Shenango Valley RV Park,57,559 E Crestview Dr,Transfer,PA,16154,724-962-9800,41.333422,-80.37774,"$$$$, 191 sites, May 1-Oct 15, RVs only, All ages, No tent, 45 ft max RV length, 1090 ft elev, Accepts Big Rigs, 7 pull thrus, 191 full hookups, electric, 20/30/50 amp, 191 amp sites, tables, grill, water, toilets, showers, dump, propane, LP bottle exchange, laundry, firewood, internet, cable tv, pet friendly extra rules, pool, playground, store, fish, trail, hike, Seasonals, cabins (C)",28643,http://www.abcamping.com/shenango/,,,camp_rv_pin,5,https://www.allstays.com/reviews2/review.php?LocID=286
174237,Campground,Echo Valley Campground,57,52 Camp Rd,Tremont,PA,17981,570-695-3659,40.597656,-76.390915,"$$$$, 121 sites, All Year, All ages, Tents Only sites: 10, 80 ft max RV length, 664 ft elev, Accepts Big Rigs, 13 pull thrus, 107 full hookups, electric, 4 elec-water hookups, 15/20/30/50 amp, 27 amp sites, tables, grill, water, toilets, dump, Clubs-GSC, RV Storage, LP bottle exchange, laundry, firewood, internet, cable tv, pet friendly, pool, playground, (C)",28644,http://www.echovalleycamp.com/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=286
174238,Campground,Sheshequin Camp Ground,57,389 Marsh Hill Rd,Trout Run,PA,17771,570-995-9230,41.476682,-76.977556,"$$$, 90 sites, mid Apr, All ages, Tents sites: 90, 794 ft elev, Accepts Big Rigs, electric, 90 elec-water hookups, 20/30/50 amp, 12 amp sites, tables, grill, water, dump, firewood, internet, pet friendly extra rules, pool, playground, (C)",28645,http://www.sheshequincampground.com/,,,camp_rvt_pin,3,http://www.allstays.com/Campgrounds-reviews/28645.php
174239,Campground,Cozy Creek Family Campground,57,30 Vacation Lane,Tunkhannock,PA,18657,570-836-4122,41.550455,-75.914091,"$$$$$, 158 sites, mid Apr-mid Oct, All ages, Tents, 639 ft elev, Accepts Big Rigs, 60 pull thrus, 158 full hookups, electric, 29 elec-water hookups, 50 amp, 10 amp sites, water, toilets, showers, Clubs-GSC, propane, laundry, firewood, internet, cable tv, pet friendly, pool, playground, store, (C)",36472,,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=36472
174241,Campground,Shady Rest Campground,57,2684 SR 2067,Uniondale,PA,18470,570-222-2365,41.730394,-75.630981,"$$$, 35 sites, All Year, All ages, Tents, 30 ft max RV length, 1001 ft elev, Accepts Big Rigs, pull thrus, 10 full hookups, electric, 20 elec-water hookups, 50 amp, tables, grill, water, toilets, showers, internet, cable tv, pet friendly extra rules, (C)",36473,http://www.shadyrestcampgroundpa.com/,,,camp_rvt_pin,2,https://www.allstays.com/reviews2/review.php?LocID=36473
174242,Campground,Colonial Woods Family Resort,57,545 Lonely Cottage Dr,Upper Black Eddy,PA,18972,610-847-5808,40.533428,-75.154224,"$$$$, 235 sites, mid Apr, All ages, Tents Only sites: 20, 55 ft max RV length, 515 ft elev, Accepts Big Rigs, 10 pull thrus, electric, 235 elec-water hookups, 20/30 amp, tables, grill, water, toilets, showers, dump, RV Storage, propane, laundry, firewood, internet, cable tv, pet friendly, pool, playground, store, Seasonals, (C)",28646,https://colonialwoods.com/,https://colonialwoods.com/,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=28646
174243,Campground,Dogwood Haven Campground,57,16 Lodi Hill Rd,Upper Black Eddy,PA,18972,610-982-5402,40.545365,-75.088385,"Apr-Oct, All ages, 25 ft max RV length, 236 ft elev, 2 pull thrus, electric, 35 elec-water hookups, pet friendly extra rules, (C)",28647,,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=286
174244,Campground,Ringing Rocks Family Campground,57,75 Woodland Drive,Upper Black Eddy,PA,18972,610-982-5552,40.55052,-75.13821,"$$$$, 130 sites, Apr 1-Oct 31, All ages, Tents sites: 10, 40 ft max RV length, 606 ft elev, Accepts Big Rigs, electric, 105 elec-water hookups, 20/30/50 amp, 10 amp sites, tables, grill, water, toilets, showers, dump, RV Storage, propane, LP bottle exchange, laundry, firewood, internet, pet friendly extra rules, pool, playground, store, 2 cabins (C)",28648,http://ringingrocksfamilycampground.com/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=286
174245,Campground,Hibernia County Park,127,,Wagontown,PA,19376,610-383-3812,40.030463,-75.840794,"$$, May-Oct Fri-Sat only, All ages, 603 ft elev, tables, grill, water, toilets, (C)",28649,http://www.chesco.org/1743/Hibernia-Park,,,cp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=286
174246,Campground,Council Cup Campground,57,212 Ruckle Hill Road,Wapwallopen,PA,18660,570-379-2566,41.099573,-76.102663,"100 sites, All Year, All ages, Tents, 40 ft max RV length, 541 ft elev, Accepts Big Rigs, 5 pull thrus, 78 full hookups, electric only sites, 100 elec-water hookups, water, Clubs-AOR, pet friendly, (C)",28650,http://www.councilcupcampground.com/,,,camp_rvt_pin,3,http://www.allstays.com/Campgrounds-reviews/28650.php
174247,Campground,Moyers Grove Campground,57,309 Moyers Grove Road,Wapwallopen,PA,18660,570-379-3375,41.060553,-76.064315,"$$$$, 147 sites, May-Sep, All ages, Tents Only sites: 7, 40 ft max RV length, 819 ft elev, Accepts Big Rigs, 4 pull thrus, 70 full hookups, electric, 70 elec-water hookups, 20/30/50 amp, 3 amp sites, tables, grill, water, dump, Clubs-ESC, RV Storage, laundry, firewood, pet friendly, pool, playground, 70 Seasonals, (C)",28651,http://www.moyersgrovecg.com/,,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=28651
174248,Campground,Buckaloons Rec Area,59,Allegheny NF,Warren,PA,16365,,41.83913,-79.256787,"$$, 60 sites, Mem-Lab, All ages, Tents, 45 ft max RV length, 1161 ft elev, Accepts Big Rigs, electric only sites, tables, grill, water, toilets, showers, dump, (C)",28652,https://www.fs.usda.gov/recarea/allegheny/recreation/camping-cabins/recarea/?recid=6115&actid=29,https://www.recreation.gov/camping/campgrounds/232003,,nf_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=286
174249,Campground,Dewdrop Rec Area,59,Allegheny NF,Warren,PA,16365,814-362-4613,41.831264,-78.959985,"$$, 65 sites, Mem-Lab, All ages, Tents, 50 ft max RV length, 1418 ft elev, Accepts Big Rigs, tables, grill, water, toilets, showers, dump, (C)",28653,https://www.fs.usda.gov/recarea/allegheny/recreation/camping-cabins/recarea/?recid=6109&actid=29,https://www.recreation.gov/camping/campgrounds/232036,,nf_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=286
174250,Campground,Hearts Content Rec Area,59,Allegheny NF,Warren,PA,16365,814-362-4613,41.690508,-79.254212,"$$, 25 sites, May-Oct, All ages, Tents, 1700 ft elev, tables, grill, water, toilets, dump, (C)",28654,https://www.fs.usda.gov/recarea/allegheny/recreation/camping-cabins/recarea/?recid=6108&actid=29,,,nf_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=286
174251,Campground,Hooks Brook Boat Access Camp,59,Allegheny NF,Warren,PA,,814-927-6628,41.962075,-78.94201,"$, 32 sites, Apr-Dec, No RVs, All ages, Tents Only Camp, 1330 ft elev, tables, grill, water, toilets, fish, boat-in sites (C)",28655,https://www.fs.usda.gov/recarea/allegheny/recreation/camping-cabins/recarea/?recid=6116&actid=29,,,nf_tent_pin,0,https://www.allstays.com/reviews2/review.php?LocID=286
174252,Campground,Hopewell Boat Access Campground,59,Allegheny NF,Warren,PA,,814-368-4158,41.913807,-78.92978,"$, 20 sites, All Year, No RVs, All ages, Tents Only Camp, 1395 ft elev, tables, grill, water, toilets, fish, trail, hike, boat-in sites (C)",28656,https://www.fs.usda.gov/recarea/allegheny/recreation/camping-cabins/recarea/?recid=6101&actid=29,,,nf_tent_pin,0,https://www.allstays.com/reviews2/review.php?LocID=286
174253,Campground,Morrison Boat Access Campground,59,Allegheny NF,Warren,PA,,814-927-6628,41.821,-78.929,"$, 38 sites, Apr-Dec, No RVs, All ages, Tents Only Camp, 1365 ft elev, tables, grill, water, toilets, fish, trail, hike, boat-in sites (C)",28657,https://www.fs.usda.gov/recarea/allegheny/recreation/camping-cabins/recarea/?recid=6120&actid=29,,,nf_tent_pin,0,https://www.allstays.com/reviews2/review.php?LocID=286
174254,Campground,Pine Grove Boat Access Campground,59,Allegheny NF,Warren,PA,,814-927-6628,41.868682,-78.953551,"$, 13 sites, All Year, All ages, Tents, 1430 ft elev, tables, grill, water, toilets, fish, trail, hike, (C)",28658,https://www.fs.usda.gov/recarea/allegheny/recreation/camping-cabins/recarea/?recid=6111&actid=29,,,nf_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=286
174255,Campground,KOA Journey Washington,58,7 KOA Rd,Washington,PA,15301,724-225-7590,40.159203,-80.197431,"$$$$$, 78 sites, mid Mar-Dec 1, All ages, Tents Only sites: 12, 86 ft max RV length, 1115 ft elev, Accepts Big Rigs, 33 pull thrus, 60 full hookups, 2 electric only sites, 5 elec-water hookups, 20/30/50 amp, 18 amp sites, tables, grill, water, toilets, showers, dump, propane, laundry, firewood, internet, pet friendly, pool, playground, (C)",28659,http://koa.com/campgrounds/washington-pittsburgh/,http://koa.com/campgrounds/washington-pittsburgh/reserve/,,koa_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=28659
174256,Campground,The Meadows Racetrack & Casino,64,210 Racetrack Rd,Washington,PA,15301,724-503-1200,40.223173,-80.20243,"free, 1092 ft elev, Overnight parking in upper lot behind casino (C)",39133,https://www.meadowsgaming.com/,,,onp_rvt_pin,4,http://www.allstays.com/Campgrounds-reviews/39133.php
174257,Campground,Whispering Pines Family Campground,57,1969 Henderson Avenue,Washington,PA,15301,724-222-9830,40.23643,-80.29788,"$$$, 44 sites, Apr 15-Oct 31, All ages, Tents Only sites: 15, 1083 ft elev, 3 pull thrus, 13 full hookups, 4 electric only sites, 12 elec-water hookups, 15/20/30/50 amp, 9 amp sites, tables, grill, water, dump, RV Storage, LP bottle exchange, firewood, pet friendly, pool, playground, (C)",28660,,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=286
174258,Campground,Sparrow Pond Family Campground and Recreation,57,11103 Route 19 N,Waterford,PA,16441,814-796-6777,41.98041,-80.015062,"$$$$$, 133 sites, mid Apr-Oct 30, All ages, Tents Only sites: 11, 1465 ft elev, Accepts Big Rigs, 18 pull thrus, 117 full hookups, electric, 5 elec-water hookups, 20/30/50 amp, 122 amp sites, tables, grill, water, toilets, showers, dump, Clubs-GSC, propane, laundry, firewood, pet friendly, pool, playground, (C)",28661,https://sparrowpond.com/,https://sparrowpond.com/,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=28661
174259,Campground,Happy Acres Resort,57,3332 Little Pine Creek Road,Waterville,PA,17776,570-753-8000,41.34943,-77.35657,"$$$$, 161 sites, All Year, All ages, Tents Only sites: 49, 706 ft elev, Accepts Big Rigs, 5 pull thrus, 71 full hookups, electric, 41 elec-water hookups, 20/30/50 amp, 20 amp sites, tables, grill, water, toilets, showers, dump, RV Storage, laundry, firewood, internet, cable tv, pet friendly extra rules, pool, playground, (C)",28662,http://www.happyacresresort.net/,,,camp_rvt_pin,1,https://www.allstays.com/reviews2/review.php?LocID=286
174260,Campground,Little Pine State Park,60,4205 Little Pine Creek Rd,Waterville,PA,17776,570-753-6000,41.351637,-77.354439,"$$$, 88 sites, early Apr-mid Dec, All ages, Tents Only sites: 5, 40 ft max RV length, 768 ft elev, Accepts Big Rigs, 66 electric only sites, 30/50 amp, 50 amp sites, tables, grill, water, flush t, showers, dump, firewood, pet friendly, playground, fish, trail, hike, 6 ADA sites, (C)",28663,http://www.dcnr.pa.gov/StateParks/FindAPark/LittlePineStatePark/,http://pennsylvaniastateparks.reserveamerica.com/campsiteCalendar.do?contractCode=PA&parkId=880114,,sp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=28663
174261,Campground,Keen Lake Camping and Cottage Resort,57,155 Keen Lake Road,Waymart,PA,18472,570-488-5522,41.590449,-75.379207,"$$$$$, 338 sites, May-Sep, All ages, Tents Only sites: 50, 40 ft max RV length, 1341 ft elev, Accepts Big Rigs, 5 pull thrus, 216 full hookups, electric, 81 elec-water hookups, 20/30/50 amp, 164 amp sites, tables, grill, water, toilets, showers, dump, RV Storage, laundry, firewood, internet, pet friendly extra rules, pool, (C)",28664,https://keenlake.com/,https://keenlake.com/,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=28664
174262,Campground,Valley View Farm and Campground,57,1576 Belmont Tpke,Waymart,PA,18472,570-448-2268,41.689167,-75.41208,"$$$, 94 sites, mid May-Oct 15, All ages, Tents Only sites: 19, 1503 ft elev, Accepts Big Rigs, 2 pull thrus, 71 full hookups, electric, 4 elec-water hookups, 20/30/50 amp, 38 amp sites, tables, grill, water, dump, Clubs-ESC, RV Storage, laundry, firewood, pet friendly, pool, playground, (C)",28665,http://valleyviewfarmcampground.com/,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=286
174263,Campground,Adventure Campground at Whitewater Challengers,57,288 North Stagecoach Road,Weatherly,PA,18255,570-427-4355,40.983672,-75.786549,"$$$, 115 sites, April-Oct 20, All Ages, Tents sites: 115, 1283 ft elev, water, toilets, showers, internet, (C)",37889,http://whitewaterchallengers.com/camping/,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=378
